No.,Month,Year,Line,Number_Accident,Delay,Solving_Problem,Traction_System,Brake_System,Door_System,Electrification_System,Rail/Third Rail,Turnout_Point_Machine,Axel_Counter,Signalling_System,External,Other
343,กรกฎาคม,2568,สายสีม่วง,0,0,0,0,0,0,0,0,0,0,0,0,0
344,กรกฎาคม,2568,รถไฟฟ้าเชื่อมท่าอากาศยานสุวรรณภูมิ (Airport Rail Link),2,22,22,0,0,0,1,0,1,0,0,0,0
345,กรกฎาคม,2568,สายสีแดงเหนือ,0,0,0,0,0,0,0,0,0,0,0,0,0
346,กรกฎาคม,2568,สายสีแดงตะวันตก,0,0,0,0,0,0,0,0,0,0,0,0,0
347,กรกฎาคม,2568,สายสีเหลือง,1,23,215,0,0,0,1,0,0,0,0,0,0
348,กรกฎาคม,2568,สายสีชมพู,0,0,0,0,0,0,0,0,0,0,0,0,0
349,สิงหาคม,2568,สายสีเขียว (สายสุขุมวิท),1,9,9,0,0,0,0,0,0,0,0,1,0
350,สิงหาคม,2568,สายสีเขียว (สายสีลม),0,0,0,0,0,0,0,0,0,0,0,0,0
351,สิงหาคม,2568,สายสีทอง,1,14,71,0,0,0,0,0,1,0,0,0,0
352,สิงหาคม,2568,สายสีน้ำเงิน ,1,10,0,1,0,0,0,0,0,0,0,0,0
353,สิงหาคม,2568,สายสีม่วง,0,0,0,0,0,0,0,0,0,0,0,0,0
354,สิงหาคม,2568,รถไฟฟ้าเชื่อมท่าอากาศยานสุวรรณภูมิ (Airport Rail Link),2,14,14,0,1,1,0,0,0,0,0,0,0
355,สิงหาคม,2568,สายสีแดงเหนือ,1,14,49,1,0,0,0,0,0,0,0,0,0
356,สิงหาคม,2568,สายสีแดงตะวันตก,0,0,0,0,0,0,0,0,0,0,0,0,0
357,สิงหาคม,2568,สายสีเหลือง,0,0,0,0,0,0,0,0,0,0,0,0,0
358,สิงหาคม,2568,สายสีชมพู,1,750,750,0,0,0,0,1,0,0,0,0,0
359,กันยายน,2568,สายสีเขียว (สายสุขุมวิท),1,14,69,0,0,0,0,0,0,0,1,0,0
360,กันยายน,2568,สายสีเขียว (สายสีลม),1,17,14,0,1,0,0,0,0,0,0,0,0
361,กันยายน,2568,สายสีทอง,0,0,0,0,0,0,0,0,0,0,0,0,0
362,กันยายน,2568,สายสีน้ำเงิน ,1,15,0,0,0,0,0,0,0,0,1,0,0
363,กันยายน,2568,สายสีม่วง,0,0,0,0,0,0,0,0,0,0,0,0,0
364,กันยายน,2568,รถไฟฟ้าเชื่อมท่าอากาศยานสุวรรณภูมิ (Airport Rail Link),2,14,14,0,0,1,0,0,0,0,0,0,1
365,กันยายน,2568,สายสีแดงเหนือ,0,0,0,0,0,0,0,0,0,0,0,0,0
366,กันยายน,2568,สายสีแดงตะวันตก,2,16,33,0,0,0,0,0,0,1,0,0,1
367,กันยายน,2568,สายสีเหลือง,0,0,0,0,0,0,0,0,0,0,0,0,0
368,กันยายน,2568,สายสีชมพู,2,248,240,0,0,0,0,1,1,0,0,0,0
